"Plot-Titel: 10350028"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10350028, SEN S/N: 10350028)","Intensität, Lux (LGR S/N: 10350028, SEN S/N: 10350028)","Batterie defekt (LGR S/N: 10350028)","Koppler verbunden (LGR S/N: 10350028)","Host verbunden (LGR S/N: 10350028)","Koppler abgetrennt (LGR S/N: 10350028)","Angehalten (LGR S/N: 10350028)","Dateiende (LGR S/N: 10350028)"
636,12.04.22 10:50:00 AM,3.049,366.0,,,,,,
637,12.04.22 11:00:00 AM,3.155,301.4,,,,,,
638,12.04.22 11:10:00 AM,3.155,226.0,,,,,,
639,12.04.22 11:20:00 AM,3.155,172.2,,,,,,
640,12.04.22 11:30:00 AM,3.155,172.2,,,,,,
641,12.04.22 11:40:00 AM,3.261,161.5,,,,,,
642,12.04.22 11:50:00 AM,3.155,172.2,,,,,,
643,12.04.22 12:00:00 PM,3.155,161.5,,,,,,
644,12.04.22 12:10:00 PM,3.155,139.9,,,,,,
645,12.04.22 12:20:00 PM,3.155,183.0,,,,,,
646,12.04.22 12:30:00 PM,3.155,172.2,,,,,,
647,12.04.22 12:40:00 PM,3.155,226.0,,,,,,
648,12.04.22 12:50:00 PM,3.155,193.8,,,,,,
649,12.04.22 01:00:00 PM,3.155,215.3,,,,,,
650,12.04.22 01:10:00 PM,3.155,204.5,,,,,,
651,12.04.22 01:20:00 PM,3.261,204.5,,,,,,
652,12.04.22 01:30:00 PM,3.155,150.7,,,,,,
653,12.04.22 01:40:00 PM,3.261,183.0,,,,,,
654,12.04.22 01:50:00 PM,3.367,172.2,,,,,,
655,12.04.22 02:00:00 PM,3.261,118.4,,,,,,
656,12.04.22 02:10:00 PM,3.261,150.7,,,,,,
657,12.04.22 02:20:00 PM,3.155,139.9,,,,,,
658,12.04.22 02:30:00 PM,3.261,193.8,,,,,,
659,12.04.22 02:40:00 PM,3.261,247.6,,,,,,
660,12.04.22 02:50:00 PM,3.367,150.7,,,,,,
661,12.04.22 03:00:00 PM,3.261,129.2,,,,,,
662,12.04.22 03:10:00 PM,3.261,86.1,,,,,,
663,12.04.22 03:20:00 PM,3.155,75.3,,,,,,
664,12.04.22 03:30:00 PM,3.049,75.3,,,,,,
665,12.04.22 03:40:00 PM,3.049,43.1,,,,,,
666,12.04.22 03:50:00 PM,3.155,64.6,,,,,,
667,12.04.22 04:00:00 PM,3.155,53.8,,,,,,
668,12.04.22 04:10:00 PM,3.155,32.3,,,,,,
669,12.04.22 04:20:00 PM,3.155,10.8,,,,,,
670,12.04.22 04:30:00 PM,3.049,0.0,,,,,,
671,12.04.22 04:40:00 PM,3.155,0.0,,,,,,
672,12.04.22 04:50:00 PM,3.155,0.0,,,,,,
673,12.04.22 05:00:00 PM,3.155,0.0,,,,,,
674,12.04.22 05:10:00 PM,3.155,0.0,,,,,,
675,12.04.22 05:20:00 PM,3.155,0.0,,,,,,
676,12.04.22 05:30:00 PM,3.049,0.0,,,,,,
677,12.04.22 05:40:00 PM,2.943,0.0,,,,,,
678,12.04.22 05:50:00 PM,2.943,0.0,,,,,,
679,12.04.22 06:00:00 PM,2.943,0.0,,,,,,
680,12.04.22 06:10:00 PM,2.943,0.0,,,,,,
681,12.04.22 06:20:00 PM,2.943,0.0,,,,,,
682,12.04.22 06:30:00 PM,3.049,0.0,,,,,,
683,12.04.22 06:40:00 PM,3.049,0.0,,,,,,
684,12.04.22 06:50:00 PM,3.155,0.0,,,,,,
685,12.04.22 07:00:00 PM,3.049,0.0,,,,,,
686,12.04.22 07:10:00 PM,3.155,0.0,,,,,,
687,12.04.22 07:20:00 PM,3.049,0.0,,,,,,
688,12.04.22 07:30:00 PM,3.049,0.0,,,,,,
689,12.04.22 07:40:00 PM,3.049,0.0,,,,,,
690,12.04.22 07:50:00 PM,3.155,0.0,,,,,,
691,12.04.22 08:00:00 PM,3.155,0.0,,,,,,
692,12.04.22 08:10:00 PM,3.155,0.0,,,,,,
693,12.04.22 08:20:00 PM,3.155,0.0,,,,,,
694,12.04.22 08:30:00 PM,3.155,0.0,,,,,,
695,12.04.22 08:40:00 PM,3.155,0.0,,,,,,
696,12.04.22 08:50:00 PM,3.155,0.0,,,,,,
697,12.04.22 09:00:00 PM,3.261,0.0,,,,,,
698,12.04.22 09:10:00 PM,3.261,0.0,,,,,,
699,12.04.22 09:20:00 PM,3.261,0.0,,,,,,
700,12.04.22 09:30:00 PM,3.261,0.0,,,,,,
701,12.04.22 09:40:00 PM,3.261,0.0,,,,,,
702,12.04.22 09:50:00 PM,3.261,0.0,,,,,,
703,12.04.22 10:00:00 PM,3.261,0.0,,,,,,
704,12.04.22 10:10:00 PM,3.261,0.0,,,,,,
705,12.04.22 10:20:00 PM,3.261,0.0,,,,,,
706,12.04.22 10:30:00 PM,3.155,0.0,,,,,,
707,12.04.22 10:40:00 PM,3.049,0.0,,,,,,
708,12.04.22 10:50:00 PM,3.155,0.0,,,,,,
709,12.04.22 11:00:00 PM,3.155,0.0,,,,,,
710,12.04.22 11:10:00 PM,3.155,0.0,,,,,,
711,12.04.22 11:20:00 PM,3.155,0.0,,,,,,
712,12.04.22 11:30:00 PM,3.155,0.0,,,,,,
713,12.04.22 11:40:00 PM,3.155,0.0,,,,,,
714,12.04.22 11:50:00 PM,3.155,0.0,,,,,,
715,12.05.22 12:00:00 AM,3.155,0.0,,,,,,
716,12.05.22 12:10:00 AM,3.155,0.0,,,,,,
717,12.05.22 12:20:00 AM,3.155,0.0,,,,,,
718,12.05.22 12:30:00 AM,3.155,0.0,,,,,,
719,12.05.22 12:40:00 AM,3.155,0.0,,,,,,
720,12.05.22 12:50:00 AM,3.261,0.0,,,,,,
721,12.05.22 01:00:00 AM,3.261,0.0,,,,,,
722,12.05.22 01:10:00 AM,3.261,0.0,,,,,,
723,12.05.22 01:20:00 AM,3.261,0.0,,,,,,
724,12.05.22 01:30:00 AM,3.261,0.0,,,,,,
725,12.05.22 01:40:00 AM,3.261,0.0,,,,,,
726,12.05.22 01:50:00 AM,3.155,0.0,,,,,,
727,12.05.22 02:00:00 AM,3.155,0.0,,,,,,
728,12.05.22 02:10:00 AM,3.155,0.0,,,,,,
729,12.05.22 02:20:00 AM,3.261,0.0,,,,,,
730,12.05.22 02:30:00 AM,3.261,0.0,,,,,,
731,12.05.22 02:40:00 AM,3.261,0.0,,,,,,
732,12.05.22 02:50:00 AM,3.261,0.0,,,,,,
733,12.05.22 03:00:00 AM,3.367,0.0,,,,,,
734,12.05.22 03:10:00 AM,3.367,0.0,,,,,,
735,12.05.22 03:20:00 AM,3.367,0.0,,,,,,
736,12.05.22 03:30:00 AM,3.472,0.0,,,,,,
737,12.05.22 03:40:00 AM,3.472,0.0,,,,,,
738,12.05.22 03:50:00 AM,3.472,0.0,,,,,,
739,12.05.22 04:00:00 AM,3.367,0.0,,,,,,
740,12.05.22 04:10:00 AM,3.367,0.0,,,,,,
741,12.05.22 04:20:00 AM,3.367,0.0,,,,,,
742,12.05.22 04:30:00 AM,3.367,0.0,,,,,,
743,12.05.22 04:40:00 AM,3.472,0.0,,,,,,
744,12.05.22 04:50:00 AM,3.472,0.0,,,,,,
745,12.05.22 05:00:00 AM,3.578,0.0,,,,,,
746,12.05.22 05:10:00 AM,3.788,0.0,,,,,,
747,12.05.22 05:20:00 AM,4.102,0.0,,,,,,
748,12.05.22 05:30:00 AM,4.207,0.0,,,,,,
749,12.05.22 05:40:00 AM,4.415,0.0,,,,,,
750,12.05.22 05:50:00 AM,4.519,0.0,,,,,,
751,12.05.22 06:00:00 AM,4.727,0.0,,,,,,
752,12.05.22 06:10:00 AM,4.727,0.0,,,,,,
753,12.05.22 06:20:00 AM,4.831,0.0,,,,,,
754,12.05.22 06:30:00 AM,4.934,0.0,,,,,,
755,12.05.22 06:40:00 AM,4.934,0.0,,,,,,
756,12.05.22 06:50:00 AM,5.037,0.0,,,,,,
757,12.05.22 07:00:00 AM,4.934,0.0,,,,,,
758,12.05.22 07:10:00 AM,4.934,0.0,,,,,,
759,12.05.22 07:20:00 AM,5.037,0.0,,,,,,
760,12.05.22 07:30:00 AM,5.037,0.0,,,,,,
761,12.05.22 07:40:00 AM,5.037,0.0,,,,,,
762,12.05.22 07:50:00 AM,5.037,0.0,,,,,,
763,12.05.22 08:00:00 AM,5.037,0.0,,,,,,
764,12.05.22 08:10:00 AM,5.037,10.8,,,,,,
765,12.05.22 08:20:00 AM,5.037,21.5,,,,,,
766,12.05.22 08:30:00 AM,5.141,32.3,,,,,,
767,12.05.22 08:40:00 AM,5.244,96.9,,,,,,
768,12.05.22 08:50:00 AM,5.347,96.9,,,,,,
769,12.05.22 09:00:00 AM,5.450,118.4,,,,,,
770,12.05.22 09:10:00 AM,5.450,118.4,,,,,,
771,12.05.22 09:20:00 AM,5.450,172.2,,,,,,
772,12.05.22 09:30:00 AM,5.552,150.7,,,,,,
773,12.05.22 09:40:00 AM,5.552,376.7,,,,,,
774,12.05.22 09:50:00 AM,5.655,366.0,,,,,,
775,12.05.22 10:00:00 AM,5.757,301.4,,,,,,
776,12.05.22 10:10:00 AM,5.757,366.0,,,,,,
777,12.05.22 10:20:00 AM,5.860,462.9,,,,,,
778,12.05.22 10:30:00 AM,5.962,484.4,,,,,,
779,12.05.22 10:40:00 AM,6.064,538.2,,,,,,
780,12.05.22 10:50:00 AM,6.064,516.7,,,,,,
781,12.05.22 11:00:00 AM,6.268,979.5,,,,,,
782,12.05.22 11:10:00 AM,6.370,484.4,,,,,,
783,12.05.22 11:20:00 AM,6.370,753.5,,,,,,
784,12.05.22 11:30:00 AM,6.471,678.1,,,,,,
785,12.05.22 11:40:00 AM,6.471,796.5,,,,,,
786,12.05.22 11:50:00 AM,6.573,710.4,,,,,,
787,12.05.22 12:00:00 PM,6.573,828.8,,,,,,
788,12.05.22 12:10:00 PM,6.775,699.7,,,,,,
789,12.05.22 12:20:00 PM,6.674,570.5,,,,,,
790,12.05.22 12:30:00 PM,6.775,473.6,,,,,,
791,12.05.22 12:40:00 PM,6.674,366.0,,,,,,
792,12.05.22 12:50:00 PM,6.573,527.4,,,,,,
793,12.05.22 01:00:00 PM,6.674,624.3,,,,,,
794,12.05.22 01:10:00 PM,6.674,484.4,,,,,,
795,12.05.22 01:20:00 PM,6.674,376.7,,,,,,
796,12.05.22 01:30:00 PM,6.674,538.2,,,,,,
797,12.05.22 01:40:00 PM,6.573,495.1,,,,,,
798,12.05.22 01:50:00 PM,6.573,441.3,,,,,,
799,12.05.22 02:00:00 PM,6.471,355.2,,,,,,
800,12.05.22 02:10:00 PM,6.471,516.7,,,,,,
801,12.05.22 02:20:00 PM,6.573,430.6,,,,,,
802,12.05.22 02:30:00 PM,6.674,161.5,,,,,,
803,12.05.22 02:40:00 PM,6.674,398.3,,,,,,
804,12.05.22 02:50:00 PM,6.775,549.0,,,,,,
805,12.05.22 03:00:00 PM,6.877,452.1,,,,,,
806,12.05.22 03:10:00 PM,6.978,301.4,,,,,,
807,12.05.22 03:20:00 PM,6.978,409.0,,,,,,
808,12.05.22 03:30:00 PM,6.978,333.7,,,,,,
809,12.05.22 03:40:00 PM,7.079,441.3,,,,,,
810,12.05.22 03:50:00 PM,7.079,279.9,,,,,,
811,12.05.22 04:00:00 PM,6.877,129.2,,,,,,
812,12.05.22 04:10:00 PM,6.674,172.2,,,,,,
813,12.05.22 04:20:00 PM,6.674,53.8,,,,,,
814,12.05.22 04:30:00 PM,6.573,0.0,,,,,,
815,12.05.22 04:40:00 PM,6.471,0.0,,,,,,
816,12.05.22 04:50:00 PM,6.370,0.0,,,,,,
817,12.05.22 05:00:00 PM,6.268,0.0,,,,,,
818,12.05.22 05:10:00 PM,6.268,0.0,,,,,,
819,12.05.22 05:20:00 PM,6.268,0.0,,,,,,
820,12.05.22 05:30:00 PM,6.166,0.0,,,,,,
821,12.05.22 05:40:00 PM,5.962,0.0,,,,,,
822,12.05.22 05:50:00 PM,5.860,0.0,,,,,,
823,12.05.22 06:00:00 PM,5.757,0.0,,,,,,
824,12.05.22 06:10:00 PM,5.655,0.0,,,,,,
825,12.05.22 06:20:00 PM,5.655,0.0,,,,,,
826,12.05.22 06:30:00 PM,5.655,0.0,,,,,,
827,12.05.22 06:40:00 PM,5.655,0.0,,,,,,
828,12.05.22 06:50:00 PM,5.655,0.0,,,,,,
829,12.05.22 07:00:00 PM,5.552,0.0,,,,,,
830,12.05.22 07:10:00 PM,5.450,0.0,,,,,,
831,12.05.22 07:20:00 PM,5.450,0.0,,,,,,
832,12.05.22 07:30:00 PM,5.552,0.0,,,,,,
833,12.05.22 07:40:00 PM,5.655,0.0,,,,,,
834,12.05.22 07:50:00 PM,5.655,0.0,,,,,,
835,12.05.22 08:00:00 PM,5.655,0.0,,,,,,
836,12.05.22 08:10:00 PM,5.552,0.0,,,,,,
837,12.05.22 08:20:00 PM,5.450,0.0,,,,,,
838,12.05.22 08:30:00 PM,5.244,0.0,,,,,,
839,12.05.22 08:40:00 PM,5.141,0.0,,,,,,
840,12.05.22 08:50:00 PM,5.037,0.0,,,,,,
841,12.05.22 09:00:00 PM,5.037,0.0,,,,,,
842,12.05.22 09:10:00 PM,4.934,0.0,,,,,,
843,12.05.22 09:20:00 PM,4.831,0.0,,,,,,
844,12.05.22 09:30:00 PM,4.519,0.0,,,,,,
845,12.05.22 09:40:00 PM,4.207,0.0,,,,,,
846,12.05.22 09:50:00 PM,3.998,0.0,,,,,,
847,12.05.22 10:00:00 PM,3.788,0.0,,,,,,
848,12.05.22 10:10:00 PM,3.788,0.0,,,,,,
849,12.05.22 10:20:00 PM,3.893,0.0,,,,,,
850,12.05.22 10:30:00 PM,3.998,0.0,,,,,,
851,12.05.22 10:40:00 PM,3.998,0.0,,,,,,
852,12.05.22 10:50:00 PM,3.683,0.0,,,,,,
853,12.05.22 11:00:00 PM,3.578,0.0,,,,,,
854,12.05.22 11:10:00 PM,3.472,0.0,,,,,,
855,12.05.22 11:20:00 PM,3.788,0.0,,,,,,
856,12.05.22 11:30:00 PM,3.998,0.0,,,,,,
857,12.05.22 11:40:00 PM,3.998,0.0,,,,,,
858,12.05.22 11:50:00 PM,3.788,0.0,,,,,,
859,12.06.22 12:00:00 AM,3.578,0.0,,,,,,
860,12.06.22 12:10:00 AM,3.472,0.0,,,,,,
861,12.06.22 12:20:00 AM,3.367,0.0,,,,,,
862,12.06.22 12:30:00 AM,3.155,0.0,,,,,,
863,12.06.22 12:40:00 AM,3.155,0.0,,,,,,
864,12.06.22 12:50:00 AM,3.049,0.0,,,,,,
865,12.06.22 01:00:00 AM,3.155,0.0,,,,,,
866,12.06.22 01:10:00 AM,3.155,0.0,,,,,,
867,12.06.22 01:20:00 AM,3.049,0.0,,,,,,
868,12.06.22 01:30:00 AM,3.049,0.0,,,,,,
869,12.06.22 01:40:00 AM,2.943,0.0,,,,,,
870,12.06.22 01:50:00 AM,3.049,0.0,,,,,,
871,12.06.22 02:00:00 AM,2.943,0.0,,,,,,
872,12.06.22 02:10:00 AM,2.943,0.0,,,,,,
873,12.06.22 02:20:00 AM,2.837,0.0,,,,,,
874,12.06.22 02:30:00 AM,2.730,0.0,,,,,,
875,12.06.22 02:40:00 AM,2.624,0.0,,,,,,
876,12.06.22 02:50:00 AM,2.624,0.0,,,,,,
877,12.06.22 03:00:00 AM,2.730,0.0,,,,,,
878,12.06.22 03:10:00 AM,2.837,0.0,,,,,,
879,12.06.22 03:20:00 AM,2.943,0.0,,,,,,
880,12.06.22 03:30:00 AM,2.943,0.0,,,,,,
881,12.06.22 03:40:00 AM,3.049,0.0,,,,,,
882,12.06.22 03:50:00 AM,2.837,0.0,,,,,,
883,12.06.22 04:00:00 AM,2.730,0.0,,,,,,
884,12.06.22 04:10:00 AM,2.624,0.0,,,,,,
885,12.06.22 04:20:00 AM,2.517,0.0,,,,,,
886,12.06.22 04:30:00 AM,2.410,0.0,,,,,,
887,12.06.22 04:40:00 AM,2.410,0.0,,,,,,
888,12.06.22 04:50:00 AM,2.624,0.0,,,,,,
889,12.06.22 05:00:00 AM,2.624,0.0,,,,,,
890,12.06.22 05:10:00 AM,2.730,0.0,,,,,,
891,12.06.22 05:20:00 AM,2.943,0.0,,,,,,
892,12.06.22 05:30:00 AM,3.049,0.0,,,,,,
893,12.06.22 05:40:00 AM,3.049,0.0,,,,,,
894,12.06.22 05:50:00 AM,3.155,0.0,,,,,,
895,12.06.22 06:00:00 AM,3.261,0.0,,,,,,
896,12.06.22 06:10:00 AM,3.261,0.0,,,,,,
897,12.06.22 06:20:00 AM,3.367,0.0,,,,,,
898,12.06.22 06:30:00 AM,3.261,0.0,,,,,,
899,12.06.22 06:40:00 AM,3.261,0.0,,,,,,
900,12.06.22 06:50:00 AM,3.261,0.0,,,,,,
901,12.06.22 07:00:00 AM,3.261,0.0,,,,,,
902,12.06.22 07:10:00 AM,3.261,0.0,,,,,,
903,12.06.22 07:20:00 AM,3.367,0.0,,,,,,
904,12.06.22 07:30:00 AM,3.261,0.0,,,,,,
905,12.06.22 07:40:00 AM,3.261,0.0,,,,,,
906,12.06.22 07:50:00 AM,3.261,0.0,,,,,,
907,12.06.22 08:00:00 AM,3.261,0.0,,,,,,
908,12.06.22 08:10:00 AM,3.261,0.0,,,,,,
909,12.06.22 08:20:00 AM,3.367,21.5,,,,,,
910,12.06.22 08:30:00 AM,3.367,43.1,,,,,,
911,12.06.22 08:40:00 AM,3.367,86.1,,,,,,
912,12.06.22 08:50:00 AM,3.472,129.2,,,,,,
913,12.06.22 09:00:00 AM,3.472,172.2,,,,,,
914,12.06.22 09:10:00 AM,3.578,215.3,,,,,,
915,12.06.22 09:20:00 AM,3.578,236.8,,,,,,
916,12.06.22 09:30:00 AM,3.683,344.4,,,,,,
917,12.06.22 09:40:00 AM,3.893,419.8,,,,,,
918,12.06.22 09:50:00 AM,3.998,602.8,,,,,,
919,12.06.22 10:00:00 AM,4.207,699.7,,,,,,
920,12.06.22 10:10:00 AM,4.415,527.4,,,,,,
921,12.06.22 10:20:00 AM,4.311,484.4,,,,,,
922,12.06.22 10:30:00 AM,4.311,624.3,,,,,,
923,12.06.22 10:40:00 AM,4.415,581.3,,,,,,
924,12.06.22 10:50:00 AM,4.519,495.1,,,,,,
925,12.06.22 11:00:00 AM,4.623,495.1,,,,,,
926,12.06.22 11:10:00 AM,4.727,473.6,,,,,,
927,12.06.22 11:20:00 AM,4.831,452.1,,,,,,
928,12.06.22 11:30:00 AM,4.934,441.3,,,,,,
929,12.06.22 11:40:00 AM,5.037,409.0,,,,,,
930,12.06.22 11:50:00 AM,5.037,355.2,,,,,,
931,12.06.22 12:00:00 PM,5.141,322.9,,,,,,
932,12.06.22 12:10:00 PM,5.141,322.9,,,,,,
933,12.06.22 12:20:00 PM,5.244,355.2,,,,,,
934,12.06.22 12:30:00 PM,5.244,344.4,,,,,,
935,12.06.22 12:40:00 PM,5.244,355.2,,,,,,
936,12.06.22 12:50:00 PM,5.244,495.1,,,,,,
937,12.06.22 01:00:00 PM,5.450,635.1,,,,,,
938,12.06.22 01:10:00 PM,5.655,538.2,,,,,,
939,12.06.22 01:20:00 PM,5.757,731.9,,,,,,
940,12.06.22 01:30:00 PM,5.860,710.4,,,,,,
941,12.06.22 01:40:00 PM,6.064,1011.8,,,,,,
942,12.06.22 01:50:00 PM,6.166,688.9,,,,,,
943,12.06.22 02:00:00 PM,6.064,549.0,,,,,,
944,12.06.22 02:10:00 PM,5.962,366.0,,,,,,
945,12.06.22 02:20:00 PM,5.757,344.4,,,,,,
946,12.06.22 02:30:00 PM,5.757,301.4,,,,,,
947,12.06.22 02:40:00 PM,5.757,269.1,,,,,,
948,12.06.22 02:50:00 PM,5.757,247.6,,,,,,
949,12.06.22 03:00:00 PM,5.860,258.3,,,,,,
950,12.06.22 03:10:00 PM,5.860,312.2,,,,,,
951,12.06.22 03:20:00 PM,5.860,355.2,,,,,,
952,12.06.22 03:30:00 PM,5.860,161.5,,,,,,
953,12.06.22 03:40:00 PM,5.860,53.8,,,,,,
954,12.06.22 03:50:00 PM,5.757,96.9,,,,,,
955,12.06.22 04:00:00 PM,5.757,64.6,,,,,,
956,12.06.22 04:10:00 PM,5.655,96.9,,,,,,
957,12.06.22 04:20:00 PM,5.552,43.1,,,,,,
958,12.06.22 04:30:00 PM,5.450,0.0,,,,,,
959,12.06.22 04:40:00 PM,5.450,0.0,,,,,,
960,12.06.22 04:50:00 PM,5.244,0.0,,,,,,
961,12.06.22 05:00:00 PM,5.141,0.0,,,,,,
962,12.06.22 05:10:00 PM,4.934,0.0,,,,,,
963,12.06.22 05:20:00 PM,4.623,0.0,,,,,,
964,12.06.22 05:30:00 PM,4.415,0.0,,,,,,
965,12.06.22 05:40:00 PM,4.207,0.0,,,,,,
966,12.06.22 05:50:00 PM,3.998,0.0,,,,,,
967,12.06.22 06:00:00 PM,3.998,0.0,,,,,,
968,12.06.22 06:10:00 PM,4.102,0.0,,,,,,
969,12.06.22 06:20:00 PM,4.207,0.0,,,,,,
970,12.06.22 06:30:00 PM,4.519,0.0,,,,,,
971,12.06.22 06:40:00 PM,4.519,0.0,,,,,,
972,12.06.22 06:50:00 PM,4.623,0.0,,,,,,
973,12.06.22 07:00:00 PM,4.623,0.0,,,,,,
974,12.06.22 07:10:00 PM,4.623,0.0,,,,,,
975,12.06.22 07:20:00 PM,4.623,0.0,,,,,,
976,12.06.22 07:30:00 PM,4.623,0.0,,,,,,
977,12.06.22 07:40:00 PM,4.623,0.0,,,,,,
978,12.06.22 07:50:00 PM,4.623,0.0,,,,,,
979,12.06.22 08:00:00 PM,4.623,0.0,,,,,,
980,12.06.22 08:10:00 PM,4.623,0.0,,,,,,
981,12.06.22 08:20:00 PM,4.519,0.0,,,,,,
982,12.06.22 08:30:00 PM,4.623,0.0,,,,,,
983,12.06.22 08:40:00 PM,4.519,0.0,,,,,,
984,12.06.22 08:50:00 PM,4.519,0.0,,,,,,
985,12.06.22 09:00:00 PM,4.623,0.0,,,,,,
986,12.06.22 09:10:00 PM,4.623,0.0,,,,,,
987,12.06.22 09:20:00 PM,4.519,0.0,,,,,,
988,12.06.22 09:30:00 PM,4.519,0.0,,,,,,
989,12.06.22 09:40:00 PM,4.519,0.0,,,,,,
990,12.06.22 09:50:00 PM,4.415,0.0,,,,,,
991,12.06.22 10:00:00 PM,4.415,0.0,,,,,,
992,12.06.22 10:10:00 PM,4.311,0.0,,,,,,
993,12.06.22 10:20:00 PM,4.311,0.0,,,,,,
994,12.06.22 10:30:00 PM,4.311,0.0,,,,,,
995,12.06.22 10:40:00 PM,4.415,0.0,,,,,,
996,12.06.22 10:50:00 PM,4.311,0.0,,,,,,
997,12.06.22 11:00:00 PM,4.207,0.0,,,,,,
998,12.06.22 11:10:00 PM,4.207,0.0,,,,,,
999,12.06.22 11:20:00 PM,4.311,0.0,,,,,,
1000,12.06.22 11:30:00 PM,4.311,0.0,,,,,,
1001,12.06.22 11:40:00 PM,4.311,0.0,,,,,,
1002,12.06.22 11:50:00 PM,4.311,0.0,,,,,,
1003,12.07.22 12:00:00 AM,4.311,0.0,,,,,,
1004,12.07.22 12:10:00 AM,4.207,0.0,,,,,,
1005,12.07.22 12:20:00 AM,4.311,0.0,,,,,,
1006,12.07.22 12:30:00 AM,4.311,0.0,,,,,,
1007,12.07.22 12:40:00 AM,4.207,0.0,,,,,,
1008,12.07.22 12:50:00 AM,4.207,0.0,,,,,,
1009,12.07.22 01:00:00 AM,4.311,0.0,,,,,,
1010,12.07.22 01:10:00 AM,4.311,0.0,,,,,,
1011,12.07.22 01:20:00 AM,4.207,0.0,,,,,,
1012,12.07.22 01:30:00 AM,4.207,0.0,,,,,,
1013,12.07.22 01:40:00 AM,4.207,0.0,,,,,,
1014,12.07.22 01:50:00 AM,4.207,0.0,,,,,,
1015,12.07.22 02:00:00 AM,4.207,0.0,,,,,,
1016,12.07.22 02:10:00 AM,4.311,0.0,,,,,,
1017,12.07.22 02:20:00 AM,4.311,0.0,,,,,,
1018,12.07.22 02:30:00 AM,4.207,0.0,,,,,,
1019,12.07.22 02:40:00 AM,4.207,0.0,,,,,,
1020,12.07.22 02:50:00 AM,4.207,0.0,,,,,,
1021,12.07.22 03:00:00 AM,4.207,0.0,,,,,,
1022,12.07.22 03:10:00 AM,4.207,0.0,,,,,,
1023,12.07.22 03:20:00 AM,4.207,0.0,,,,,,
1024,12.07.22 03:30:00 AM,4.207,0.0,,,,,,
1025,12.07.22 03:40:00 AM,4.207,0.0,,,,,,
1026,12.07.22 03:50:00 AM,4.102,0.0,,,,,,
1027,12.07.22 04:00:00 AM,4.207,0.0,,,,,,
1028,12.07.22 04:10:00 AM,4.102,0.0,,,,,,
1029,12.07.22 04:20:00 AM,4.102,0.0,,,,,,
1030,12.07.22 04:30:00 AM,4.102,0.0,,,,,,
1031,12.07.22 04:40:00 AM,4.102,0.0,,,,,,
1032,12.07.22 04:50:00 AM,4.102,0.0,,,,,,
1033,12.07.22 05:00:00 AM,3.998,0.0,,,,,,
1034,12.07.22 05:10:00 AM,3.998,0.0,,,,,,
1035,12.07.22 05:20:00 AM,3.998,0.0,,,,,,
1036,12.07.22 05:30:00 AM,3.893,0.0,,,,,,
1037,12.07.22 05:40:00 AM,3.893,0.0,,,,,,
1038,12.07.22 05:50:00 AM,3.998,0.0,,,,,,
1039,12.07.22 06:00:00 AM,3.998,0.0,,,,,,
1040,12.07.22 06:10:00 AM,3.893,0.0,,,,,,
1041,12.07.22 06:20:00 AM,3.893,0.0,,,,,,
1042,12.07.22 06:30:00 AM,3.893,0.0,,,,,,
1043,12.07.22 06:40:00 AM,3.788,0.0,,,,,,
1044,12.07.22 06:50:00 AM,3.683,0.0,,,,,,
1045,12.07.22 07:00:00 AM,3.578,0.0,,,,,,
1046,12.07.22 07:10:00 AM,3.578,0.0,,,,,,
1047,12.07.22 07:20:00 AM,3.578,0.0,,,,,,
1048,12.07.22 07:30:00 AM,3.472,0.0,,,,,,
1049,12.07.22 07:40:00 AM,3.367,0.0,,,,,,
1050,12.07.22 07:50:00 AM,3.261,0.0,,,,,,
1051,12.07.22 08:00:00 AM,3.049,0.0,,,,,,
1052,12.07.22 08:10:00 AM,2.943,10.8,,,,,,
1053,12.07.22 08:20:00 AM,3.049,10.8,,,,,,
1054,12.07.22 08:30:00 AM,2.943,53.8,,,,,,
1055,12.07.22 08:40:00 AM,2.837,64.6,,,,,,
1056,12.07.22 08:50:00 AM,2.837,118.4,,,,,,
1057,12.07.22 09:00:00 AM,2.730,150.7,,,,,,
1058,12.07.22 09:10:00 AM,2.837,193.8,,,,,,
1059,12.07.22 09:20:00 AM,2.837,430.6,,,,,,
1060,12.07.22 09:30:00 AM,3.049,624.3,,,,,,
1061,12.07.22 09:40:00 AM,3.367,796.5,,,,,,
1062,12.07.22 09:50:00 AM,3.578,635.1,,,,,,
1063,12.07.22 10:00:00 AM,3.683,581.3,,,,,,
1064,12.07.22 10:10:00 AM,3.578,269.1,,,,,,
1065,12.07.22 10:20:00 AM,3.683,807.3,,,,,,
1066,12.07.22 10:30:00 AM,4.102,1097.9,,,,,,
1067,12.07.22 10:40:00 AM,4.415,742.7,,,,,,
1068,12.07.22 10:50:00 AM,4.623,570.5,,,,,,
1069,12.07.22 11:00:00 AM,4.519,269.1,,,,,,
1070,12.07.22 11:10:00 AM,4.415,495.1,,,,,,
1071,12.07.22 11:20:00 AM,4.519,602.8,,,,,,
1072,12.07.22 11:30:00 AM,4.623,645.8,,,,,,
1073,12.07.22 11:40:00 AM,4.831,645.8,,,,,,
1074,12.07.22 11:50:00 AM,4.934,731.9,,,,,,
1075,12.07.22 12:00:00 PM,5.141,796.5,,,,,,
